Meme ID,url,title,Meme Page URL,MD5 Hash,File Size (In Bytes),Alternate Text,Display Name,Upper Text,Lower Text,downvotes,upvotes
10181100,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181100.jpg,Foul Bachelor Frog,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181100,ee2e60a642b9dde9f6ce0719355490aa,39546,????? ??????? ???? ????? ???????,Foul Bachelor Frog,????? ??????? ???? ?????,???????,57,534
10181111,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181111.jpg,Philosoraptor,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181111,70fede539572bb8224952193b3e809e4,47039,?????? ?? ??????? ??? ??????????,Philosoraptor,?????? ?? ???????,??? ??????????,97,838
10181120,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181120.jpg,Futurama Fry,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181120,f83c373dca62806569ed11a2cb09c989,49779,Q MENTIRA TENDRA PENSADA DECIR ALARCON?,Futurama Fry,Q MENTIRA TENDRA PENSADA DECIR,ALARCON?,433,90
10181129,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181129.jpg,Philosoraptor,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181129,71e48d72ef46ef56bcdd424fd3e53610,45937,??????? ????? ??????. ??? ?????? ????????? ?? ??????!,Philosoraptor,??????? ????? ??????.,??? ?????? ????????? ?? ??????!,620,963
10181139,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181139.jpg,Advice God,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181139,e68799cc70c8d33f727761d1e09874f1,48815,"crear humanidad Woah, estos tipos apestan, mejor inundarlos",Advice God,crear humanidad,"Woah, estos tipos apestan, mejor inundarlos",950,938
10181145,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181145.jpg,Foul Bachelor Frog,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181145,4dcb6bf3fd7ec72edb8fc5feb7524fae,39113,????? ?? ????  ????? ??? ????? ?? ?????? ???????,Foul Bachelor Frog,????? ?? ????  ????? ??? ?????,?? ?????? ???????,208,835
10181166,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181166.jpg,The Most Interesting Man In The World,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181166,d26e77f796bae90b94b728661e8e59d2,58260,? ?????? ?????,The Most Interesting Man In The World,? ??????,?????,536,739
10181187,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181187.jpg,Annoying Facebook Girl,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181187,6dcb58cefa544ba6e82752cdc59dab2f,40302,"?????? ??, ?? ???????",Annoying Facebook Girl,??????,"??, ?? ???????",16,689
10181216,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181216.jpg,Good Guy Greg,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181216,fe2f6470f5c2a60f75c74ad0dfdbac76,51973,"? ???? ?????, ???? ????? ???????????",Good Guy Greg,"? ???? ?????,",???? ????? ???????????,154,503
10181223,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181223.jpg,Philosoraptor,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181223,98a050ddac4e986ff910e7004ff17ad1,43478,???? ? ?? ???? ???????? ???? ? ??????????,Philosoraptor,???? ? ?? ???? ???????? ???? ? ??????????,-,227,689
10181236,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181236.jpg,Philosoraptor,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181236,11b2d8e3ffa1b553cf7c83fe0dce3024,49623,???? ? ?? ???? ???????? ???? ? ?????? ?????????? ?? ? ???????? ? ?????????,Philosoraptor,???? ? ?? ???? ???????? ???? ? ?????? ??????????,?? ? ???????? ? ?????????,862,268
10181237,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181237.jpg,Yo Dawg,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181237,5a0ce8924a1d86d546368b124efb38bd,46643,"?????, ????? ??? ?? ????????",Yo Dawg,"?????, ?????",??? ?? ????????,280,991
10181258,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181258.jpg,Spongebob,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181258,173dc4d78e8a89319cb3ff5e4eaa294f,63697,?????????? ?????????? ???  ???????!,Spongebob,?????????? ??????????,???  ???????!,703,410
10181259,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181259.jpg,Spongebob,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181259,173dc4d78e8a89319cb3ff5e4eaa294f,63697,?????????? ?????????? ???  ???????!,Spongebob,?????????? ??????????,???  ???????!,200,844
10181262,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181262.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181262,da7e7c61b282310518fa366b81205d3b,41112,por que chucha me siguen weando por esta carga,Y U No,por que chucha,me siguen weando por esta carga,766,936
10181293,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181293.jpg,Philosoraptor,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181293,11b2d8e3ffa1b553cf7c83fe0dce3024,49623,???? ? ?? ???? ???????? ???? ? ?????? ?????????? ?? ? ???????? ? ?????????,Philosoraptor,???? ? ?? ???? ???????? ???? ? ?????? ??????????,?? ? ???????? ? ?????????,143,888
10181333,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181333.jpg,Paranoid Parrot,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181333,b95c7476bb385345dc8997e3bb9b3fc1,54010,??????? ? ?????? ??????? ??? ?? ????? ??? ????? ??????,Paranoid Parrot,??????? ? ??????,??????? ??? ?? ????? ??? ????? ??????,216,468
10181405,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181405.jpg,Advice Hitler,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181405,3f0888c0516cab9b629376bb62e2265b,38649,"??????? ? ?????, ???? ?????? ???? ?????? ?????? ??????",Advice Hitler,"??????? ? ?????, ???? ??????",???? ?????? ?????? ??????,12,882
10181435,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181435.jpg,Victory Baby,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181435,82fb8a7afa20b25c8fdfe855085c2bde,53765,si ctm  mi papa se va,Victory Baby,si ctm ,mi papa se va ,440,401
10181451,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181451.jpg,Caszely,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181451,5109e81e4846585a4f7ae2005a77f4fc,80167,"con el foro nuevo se olvidan de las runas por bug, tiaras 3 sock y el penal",Caszely,con el foro nuevo,"se olvidan de las runas por bug, tiaras 3 sock y el penal",795,309
10181468,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181468.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181468,06d369461a5de54d9cb7f37d9bb14708,38050,Y LOS COMENTARIOS!! DONDE ESTÁN LOS COMENTARIOS!!!!,Y U No,Y LOS COMENTARIOS!!,DONDE ESTÁN LOS COMENTARIOS!!!!,293,926
10181480,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181480.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181480,78982b1c6b274449775712d3339efd42,38917,Y LOS COMENTARIOS!! DONDE ESTÁN LOS COMENTARIOS!!!!,Y U No,Y LOS COMENTARIOS!!,DONDE ESTÁN LOS COMENTARIOS!!!!,28,536
10181492,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181492.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181492,45153555f012ab4641538049de4062e6,36969,Mamá Porque no me crees que no tengo tarea,Y U No,Mamá,Porque no me crees que no tengo tarea,545,341
10181515,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181515.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181515,2458ac653b59298380d0eb89dc4e8c0b,37513,Mamá ¿Porque no me crees que no tengo tarea?,Y U No,Mamá,¿Porque no me crees que no tengo tarea?,586,147
10181521,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181521.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181521,2458ac653b59298380d0eb89dc4e8c0b,37513,Mamá ¿Porque no me crees que no tengo tarea?,Y U No,Mamá,¿Porque no me crees que no tengo tarea?,82,978
10181523,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181523.jpg,Science Cat,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181523,74d8e130db9b4575e2ba0129c70c1100,65039,TAREA DE BIOQUIMICA? facil,Science Cat,TAREA DE BIOQUIMICA?,facil,294,653
10181536,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181536.jpg,Insanity Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181536,a4d3cdc08df142f780432e104c51f820,62281,alguien le pega a la maria teresa  pegale con un martillo en la cara al ctm,Insanity Wolf,alguien le pega a la maria teresa ,pegale con un martillo en la cara al ctm,769,136
10181558,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181558.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181558,ec88b659795bb78b02fa16c65d0a89e6,38942,tanto te gusta el pico  maraca ql!,Y U No,tanto te gusta el pico, maraca ql!,830,10
10181587,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181587.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181587,2a8bff26209a5434e0d8b7fccd610852,28496,teste teste,Y U No,teste,teste,920,884
10181615,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181615.jpg,Vengeance Dad,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181615,038ca5caff4b608814f4bd5c7d50a3cd,67895,DOPO 7 ANNI DI CARCERE MI HA MOLLATO,Vengeance Dad,DOPO 7 ANNI DI CARCERE,MI HA MOLLATO,519,38
10181679,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181679.jpg,Y U No,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181679,cc869db1ac91f7f5b979b3d91beda912,41095,Por que no echaron A cosme? por queeeee?,Y U No,Por que no echaron A cosme?,por queeeee?,115,82
10181681,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181681.jpg,Spongebob Face,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181681,00c55a4e244917dd3c3d8815b11aa9b9,52511,xavi cara de pete,Spongebob Face,xavi,cara de pete,520,899
10181713,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181713.jpg,Futurama Fry,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181713,6ad6cbe503c931947bfe0408d6816703,48523,NO ESTOY SEGURO SI ES UN TOPO... ...U HORACIO CASTILLO.,Futurama Fry,NO ESTOY SEGURO SI ES UN TOPO...,...U HORACIO CASTILLO.,94,641
10181731,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181731.jpg,Russian Boozer,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181731,2a586a389260ebd3e752e0c2237c3d41,87946,"?? ??? ? ????????,????? ????? ?????? ???? ???? ?? ?....?????????? ?? ???????",Russian Boozer,"?? ??? ? ????????,????? ????? ?????? ???? ????",?? ?....?????????? ?? ???????,898,123
10181748,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181748.jpg,Insanity Wolf,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181748,128985bf4c4fa333eb155c24cfb7c74c,62319,alguien le golpea a la maria teresa  golpealo en la cabeza con un palo,Insanity Wolf,alguien le golpea a la maria teresa ,golpealo en la cabeza con un palo,860,686
10181756,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181756.jpg,Futurama Fry,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10181756,ab955ff0519583fe35f5046499f41b44,50937,cristian weon  no te veo toy volao,Futurama Fry,cristian weon ,no te veo toy volao,993,709
10181785,http://webarchive.loc.gov/all/0/https://cdn.meme.am/instances/250x250/10181785.jpg,Advice God,http://memegenerator.net/instance/10181785,7fa78a2f96cc2eecab6bd224b0bc90d3,50161,Animals not smart enough to believe in me Deny them entrance into heaven anyway,Advice God,Animals not smart enough to believe in me,Deny them entrance into heaven anyway,302,522
10181923,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10181923.jpg,Wrong Lyrics Christina Aguilera,http://memegenerator.net/instance/10181923,4ca169d53c5f734fcb1362e1b6d83eda,44728,we found love in a hooker's face,Wrong Lyrics Christina Aguilera,we found love,in a hooker's face,691,664
10182002,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10182002.jpg,Patrick,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10182002,367add05814a1ec79476a7760200d21f,64972,????? ?  ???????,Patrick,????? ? ,??????? ,53,939
10182047,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10182047.jpg,Success Kid,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10182047,b646af741b4bc46d308cda8ff7b2859b,33226,???????? ?????? ? ?????????,Success Kid,???????? ??????,? ?????????,631,312
10182068,http://webarchive.loc.gov/all/0/http://cdn.meme.am/instances/250x250/10182068.jpg,Omsk Crow,http://webarchive.loc.gov/all/0/http://memegenerator.net/instance/10182068,4e2d30f9dd14463b371d0d471749b795,87216,????? ?? ??? ???? ??? ??????????,Omsk Crow,????? ?? ??? ????,??? ??????????,21,723
,,,,,,,,,,,
